ID,Spp,ScientificName,Region,month,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S1329,RTY,Rhincodon typus,PAC_NE,4,0,0,0,NA
S1330,RTY,Rhincodon typus,PAC_NE,1,0,NA,0,NA
S1330,RTY,Rhincodon typus,PAC_NE,2,0,NA,0,NA
S1330,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1331,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1332,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1332,RTY,Rhincodon typus,PAC_NE,4,0,NA,0,NA
S1332,RTY,Rhincodon typus,PAC_NE,5,0,NA,0,NA
S1332,RTY,Rhincodon typus,PAC_NE,6,0,NA,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,3,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,4,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,5,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,6,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,7,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,8,0,0,0,NA
S1333,RTY,Rhincodon typus,PAC_NE,9,0,NA,0,NA
S1334,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1334,RTY,Rhincodon typus,PAC_NE,4,0,0,0,NA
S1334,RTY,Rhincodon typus,PAC_NE,7,0,NA,0,NA
S1334,RTY,Rhincodon typus,PAC_NE,8,0,NA,0,NA
S1334,RTY,Rhincodon typus,PAC_NE,9,0,NA,0,NA
S1335,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1335,RTY,Rhincodon typus,PAC_NE,4,0,0,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,10,0,NA,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,3,0,0,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,4,0,0,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,5,0,0,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,6,0,0,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,7,0,NA,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,8,0,NA,0,NA
S1336,RTY,Rhincodon typus,PAC_NE,9,0,NA,0,NA
S1337,RTY,Rhincodon typus,PAC_NE,10,0,0,0,NA
S1337,RTY,Rhincodon typus,PAC_NE,11,0,0,0,NA
S1337,RTY,Rhincodon typus,PAC_NE,9,0,NA,0,NA
S1338,RTY,Rhincodon typus,PAC_NE,2,0,NA,0,NA
S1338,RTY,Rhincodon typus,PAC_NE,3,0,0,0,NA
S1339,RTY,Rhincodon typus,PAC_NE,1,0,0,0,NA
S1340,RTY,Rhincodon typus,PAC_NE,10,0,0,0,NA
S1340,RTY,Rhincodon typus,PAC_NE,11,0,0,0,NA
S1341,RTY,Rhincodon typus,PAC_NE,1,0,0,0,NA
S1341,RTY,Rhincodon typus,PAC_NE,2,0,0,0,NA
S1341,RTY,Rhincodon typus,PAC_NE,3,2.30E-06,3.99E-06,33.33333333,NA
S1342,RTY,Rhincodon typus,PAC_NE,1,0,NA,0,NA
S1342,RTY,Rhincodon typus,PAC_NE,10,0,0,0,NA
S1342,RTY,Rhincodon typus,PAC_NE,11,7.88E-05,0.000111479,50,NA
S1342,RTY,Rhincodon typus,PAC_NE,12,0,0,0,NA
S1342,RTY,Rhincodon typus,PAC_NE,2,0,0,0,NA
S1342,RTY,Rhincodon typus,PAC_NE,3,0,NA,0,NA
S1342,RTY,Rhincodon typus,PAC_NE,9,3.64E-06,5.15E-06,50,NA
S1343,RTY,Rhincodon typus,AUSTRL,5,5.72E-06,1.98E-05,8.333333333,NA
S1343,RTY,Rhincodon typus,AUSTRL,6,0,0,0,NA
S1344,RTY,Rhincodon typus,AUSTRL,5,1.09E-05,3.65E-05,15.38461538,NA
S1344,RTY,Rhincodon typus,AUSTRL,6,0,0,0,NA
S1344,RTY,Rhincodon typus,AUSTRL,7,1.95E-06,7.56E-06,6.666666667,NA
S1344,RTY,Rhincodon typus,AUSTRL,8,8.28E-05,9.15E-05,75,NA
S1345,RTY,Rhincodon typus,AUSTRL,5,1.36E-05,2.71E-05,25,NA
S1345,RTY,Rhincodon typus,AUSTRL,6,0,0,0,NA
S1346,RTY,Rhincodon typus,AUSTRL,5,0,0,0,NA
S1346,RTY,Rhincodon typus,AUSTRL,6,0,NA,0,NA
S1347,RTY,Rhincodon typus,AUSTRL,5,9.98E-06,1.91E-05,27.27272727,NA
S1347,RTY,Rhincodon typus,AUSTRL,6,5.78E-06,2.09E-05,7.692307692,NA
S1347,RTY,Rhincodon typus,AUSTRL,7,0,0,0,NA
S1347,RTY,Rhincodon typus,AUSTRL,8,0,0,0,NA
S1347,RTY,Rhincodon typus,AUSTRL,9,0,0,0,NA
S1348,RTY,Rhincodon typus,AUSTRL,5,0,0,0,NA
S1348,RTY,Rhincodon typus,AUSTRL,6,0.000220414,0.000550582,42.85714286,NA
S1348,RTY,Rhincodon typus,AUSTRL,7,0.00048718,0.000711736,83.33333333,NA
S1348,RTY,Rhincodon typus,AUSTRL,8,6.16E-05,0.000183489,19.04761905,NA
S1349,RTY,Rhincodon typus,AUSTRL,5,3.31E-05,6.63E-05,25,NA
S1350,RTY,Rhincodon typus,AUSTRL,5,0,0,0,NA
S1351,RTY,Rhincodon typus,AUSTRL,4,0,NA,0,NA
S1351,RTY,Rhincodon typus,AUSTRL,5,0.000109427,0.000162836,50,NA
S1351,RTY,Rhincodon typus,AUSTRL,6,0,NA,0,NA
S1352,RTY,Rhincodon typus,AUSTRL,5,0,NA,0,NA
S1353,RTY,Rhincodon typus,AUSTRL,4,0,NA,0,NA
S1353,RTY,Rhincodon typus,AUSTRL,5,0,0,0,NA
S1354,RTY,Rhincodon typus,AUSTRL,6,5.04E-05,8.73E-05,33.33333333,NA
S1355,RTY,Rhincodon typus,AUSTRL,5,0,NA,0,NA
S1355,RTY,Rhincodon typus,AUSTRL,6,1.14E-05,1.61E-05,50,NA
S1356,RTY,Rhincodon typus,AUSTRL,5,0,NA,0,NA
S1356,RTY,Rhincodon typus,AUSTRL,6,0,0,0,NA
S1357,RTY,Rhincodon typus,AUSTRL,5,0,NA,0,NA
S1357,RTY,Rhincodon typus,AUSTRL,6,0,NA,0,NA
S1358,RTY,Rhincodon typus,AUSTRL,1,0,NA,0,NA
S1358,RTY,Rhincodon typus,AUSTRL,2,1.35E-06,4.70E-06,9.090909091,NA
S1358,RTY,Rhincodon typus,AUSTRL,3,2.83E-05,6.98E-05,21.42857143,NA
S1358,RTY,Rhincodon typus,AUSTRL,4,1.24E-06,3.94E-06,10,NA
S1359,RTY,Rhincodon typus,PAC_NE,9,0,0,0,NA
S1360,RTY,Rhincodon typus,PAC_NE,10,0,0,0,NA
S1360,RTY,Rhincodon typus,PAC_NE,11,0,0,0,NA
S1360,RTY,Rhincodon typus,PAC_NE,9,0,0,0,NA
S1361,RTY,Rhincodon typus,PAC_NE,9,0,0,0,NA
S1362,RTY,Rhincodon typus,PAC_NE,9,0,0,0,NA
S1363,RTY,Rhincodon typus,PAC_NE,6,0,0,0,NA
S1363,RTY,Rhincodon typus,PAC_NE,7,0,0,0,NA
S1363,RTY,Rhincodon typus,PAC_NE,8,0,0,0,NA
S1363,RTY,Rhincodon typus,PAC_NE,9,0,0,0,NA
S1364,RTY,Rhincodon typus,PAC_NE,6,0,0,0,NA
S1364,RTY,Rhincodon typus,PAC_NE,7,0,0,0,NA
S1364,RTY,Rhincodon typus,PAC_NE,8,0,0,0,NA
S1364,RTY,Rhincodon typus,PAC_NE,9,0,NA,0,NA
S1365,RTY,Rhincodon typus,PAC_NE,6,0,0,0,NA
S1365,RTY,Rhincodon typus,PAC_NE,7,0,0,0,NA
S1365,RTY,Rhincodon typus,PAC_NE,8,0,0,0,NA
S1383,RTY,Rhincodon typus,IND_SW,7,1.48E-05,1.08E-05,75,NA
S1384,RTY,Rhincodon typus,IND_SW,11,9.23E-05,5.93E-05,100,NA
S1385,RTY,Rhincodon typus,IND_SW,8,0.000222329,0.000185733,100,NA
S1385,RTY,Rhincodon typus,IND_SW,9,0,NA,0,NA
S1386,RTY,Rhincodon typus,IND_SW,1,0.000138487,0.000258185,62.5,NA
S1386,RTY,Rhincodon typus,IND_SW,10,2.95E-05,2.81E-05,100,NA
S1386,RTY,Rhincodon typus,IND_SW,11,0.000113601,0.000115279,62.5,NA
S1386,RTY,Rhincodon typus,IND_SW,12,0.001114347,0.001200463,88.88888889,NA
S1387,RTY,Rhincodon typus,IND_SW,8,0.000167541,9.26E-05,100,NA
S1388,RTY,Rhincodon typus,IND_SW,7,2.25E-05,NA,100,NA
S1389,RTY,Rhincodon typus,IND_SW,8,0.00016205,0.00014268,100,NA
S1389,RTY,Rhincodon typus,IND_SW,9,0.001545661,NA,100,NA
S1390,RTY,Rhincodon typus,IND_SW,1,0.000687173,NA,100,NA
S1390,RTY,Rhincodon typus,IND_SW,11,7.63E-05,7.95E-05,100,NA
S1390,RTY,Rhincodon typus,IND_SW,12,0.000528232,0.000778916,63.63636364,NA
S1391,RTY,Rhincodon typus,IND_SW,2,0.000249491,0.000243735,100,NA
S1392,RTY,Rhincodon typus,IND_SW,8,5.62E-05,1.63E-05,100,NA
S1393,RTY,Rhincodon typus,IND_SW,8,4.19E-05,1.87E-05,100,NA
S1393,RTY,Rhincodon typus,IND_SW,9,0.000445984,0.00076559,66.66666667,NA
S1394,RTY,Rhincodon typus,IND_SW,10,0.00011323,1.64E-05,100,NA
S1394,RTY,Rhincodon typus,IND_SW,11,0.000227375,0.000208369,100,NA
S1395,RTY,Rhincodon typus,IND_SW,10,8.35E-06,1.45E-05,33.33333333,NA
S1395,RTY,Rhincodon typus,IND_SW,7,7.94E-05,8.81E-05,100,NA
S1395,RTY,Rhincodon typus,IND_SW,8,0.000194682,0.000159755,75,NA
S1395,RTY,Rhincodon typus,IND_SW,9,0.00011496,0.000203085,50,NA
S1396,RTY,Rhincodon typus,IND_SW,8,7.69E-05,9.46E-05,100,NA
S542,CCA,Carcharodon carcharias,AUSTRL,1,0,0,0,NA
S542,CCA,Carcharodon carcharias,AUSTRL,10,8.31E-05,NA,100,NA
S542,CCA,Carcharodon carcharias,AUSTRL,11,3.83E-05,6.64E-05,33.33333333,NA
S542,CCA,Carcharodon carcharias,AUSTRL,12,2.21E-05,5.14E-05,33.33333333,NA
S543,CCA,Carcharodon carcharias,AUSTRL,1,0,NA,0,NA
S543,CCA,Carcharodon carcharias,AUSTRL,10,3.55E-05,5.02E-05,50,NA
S543,CCA,Carcharodon carcharias,AUSTRL,11,3.03E-06,7.42E-06,16.66666667,NA
S543,CCA,Carcharodon carcharias,AUSTRL,12,3.12E-05,5.63E-05,41.66666667,NA
S543,CCA,Carcharodon carcharias,AUSTRL,2,0,0,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,1,0,0,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,11,0,NA,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,12,0,NA,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,2,0,0,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,3,0.000382755,0.000939981,57.14285714,NA
S544,CCA,Carcharodon carcharias,AUSTRL,4,0,0,0,NA
S544,CCA,Carcharodon carcharias,AUSTRL,5,8.53E-05,0.000142717,41.66666667,NA
S544,CCA,Carcharodon carcharias,AUSTRL,6,0.000326198,0.000374353,55.55555556,NA
S544,CCA,Carcharodon carcharias,AUSTRL,7,0.000445564,0.000916189,85.71428571,NA
S544,CCA,Carcharodon carcharias,AUSTRL,8,0,NA,0,NA
S545,CCA,Carcharodon carcharias,AUSTRL,10,3.55E-05,5.02E-05,50,NA
S545,CCA,Carcharodon carcharias,AUSTRL,3,0,0,0,NA
S545,CCA,Carcharodon carcharias,AUSTRL,4,0,NA,0,NA
S546,CCA,Carcharodon carcharias,AUSTRL,1,0,NA,0,NA
S546,CCA,Carcharodon carcharias,AUSTRL,10,5.78E-05,5.96E-05,85.71428571,NA
S546,CCA,Carcharodon carcharias,AUSTRL,11,0.000122413,0.00028498,44.44444444,NA
S546,CCA,Carcharodon carcharias,AUSTRL,12,1.63E-05,3.27E-05,36.36363636,NA
S547,CCA,Carcharodon carcharias,AUSTRL,1,0,NA,0,NA
S547,CCA,Carcharodon carcharias,AUSTRL,2,0,0,0,NA
S548,CCA,Carcharodon carcharias,AUSTRL,1,0,0,0,NA
S548,CCA,Carcharodon carcharias,AUSTRL,11,0,0,0,NA
S548,CCA,Carcharodon carcharias,AUSTRL,12,0,0,0,NA
S548,CCA,Carcharodon carcharias,AUSTRL,2,0,0,0,NA
S549,CCA,Carcharodon carcharias,AUSTRL,1,0.000244343,0.000446208,33.33333333,NA
S549,CCA,Carcharodon carcharias,AUSTRL,10,0.000149614,0.000211586,50,NA
S549,CCA,Carcharodon carcharias,AUSTRL,11,3.36E-05,5.82E-05,33.33333333,NA
S549,CCA,Carcharodon carcharias,AUSTRL,12,3.65E-06,1.20E-05,10.71428571,NA
S550,CCA,Carcharodon carcharias,AUSTRL,1,0.000231344,0.000359932,40,NA
S550,CCA,Carcharodon carcharias,AUSTRL,10,1.76E-05,2.49E-05,50,NA
S550,CCA,Carcharodon carcharias,AUSTRL,11,0,0,0,NA
S550,CCA,Carcharodon carcharias,AUSTRL,12,4.49E-05,0.000109621,33.33333333,NA
S550,CCA,Carcharodon carcharias,AUSTRL,2,0,NA,0,NA
S551,CCA,Carcharodon carcharias,AUSTRL,1,0,0,0,NA
S551,CCA,Carcharodon carcharias,AUSTRL,12,0,0,0,NA
S551,CCA,Carcharodon carcharias,AUSTRL,2,1.66E-05,4.98E-05,11.11111111,NA
S551,CCA,Carcharodon carcharias,AUSTRL,3,0.002820818,0.012897727,54.16666667,NA
S551,CCA,Carcharodon carcharias,AUSTRL,4,0.004951155,0.010128519,70,NA
S551,CCA,Carcharodon carcharias,AUSTRL,5,0.00020697,0.00034664,50,NA
S551,CCA,Carcharodon carcharias,AUSTRL,6,0,0,0,NA
S551,CCA,Carcharodon carcharias,AUSTRL,7,5.60E-05,0.000132448,30,NA
S552,CCA,Carcharodon carcharias,AUSTRL,11,0,0,0,NA
S552,CCA,Carcharodon carcharias,AUSTRL,6,0,NA,0,NA
S552,CCA,Carcharodon carcharias,AUSTRL,7,0,0,0,NA
S552,CCA,Carcharodon carcharias,AUSTRL,8,2.17E-07,8.12E-07,7.142857143,NA
S552,CCA,Carcharodon carcharias,AUSTRL,9,0,0,0,NA
S553,CCA,Carcharodon carcharias,AUSTRL,1,4.18E-05,7.52E-05,40,NA
S553,CCA,Carcharodon carcharias,AUSTRL,10,2.35E-05,NA,100,NA
S553,CCA,Carcharodon carcharias,AUSTRL,11,0,NA,0,NA
S553,CCA,Carcharodon carcharias,AUSTRL,12,0,NA,0,NA
S554,CCA,Carcharodon carcharias,ATL_N,1,1.26E-05,1.79E-05,50,NA
S554,CCA,Carcharodon carcharias,ATL_N,10,0.000146697,0.000246518,75,NA
S554,CCA,Carcharodon carcharias,ATL_N,11,1.16E-06,1.64E-06,50,NA
S554,CCA,Carcharodon carcharias,ATL_N,12,3.26E-05,4.44E-05,66.66666667,NA
S554,CCA,Carcharodon carcharias,ATL_N,9,0.000420415,0.000282611,100,NA
S555,CCA,Carcharodon carcharias,ATL_N,1,7.08E-05,0.000122702,33.33333333,NA
S555,CCA,Carcharodon carcharias,ATL_N,10,0.000275567,0.0006227,66.66666667,NA
S555,CCA,Carcharodon carcharias,ATL_N,11,0.00042468,0.000693396,66.66666667,NA
S555,CCA,Carcharodon carcharias,ATL_N,12,0,0,0,NA
S555,CCA,Carcharodon carcharias,ATL_N,8,6.27E-05,6.04E-05,100,NA
S555,CCA,Carcharodon carcharias,ATL_N,9,0.000943733,0.000123475,100,NA
S556,CCA,Carcharodon carcharias,ATL_N,1,0,NA,0,NA
S556,CCA,Carcharodon carcharias,ATL_N,11,5.80E-05,4.32E-05,100,NA
S556,CCA,Carcharodon carcharias,ATL_N,12,0.000102298,0.000177185,33.33333333,NA
S556,CCA,Carcharodon carcharias,ATL_N,5,4.58E-05,6.20E-05,66.66666667,NA
S556,CCA,Carcharodon carcharias,ATL_N,6,2.58E-06,4.53E-06,50,NA
S557,CCA,Carcharodon carcharias,ATL_N,10,2.74E-05,NA,100,NA
S557,CCA,Carcharodon carcharias,ATL_N,9,0,NA,0,NA
S558,CCA,Carcharodon carcharias,ATL_N,1,0,0,0,NA
S558,CCA,Carcharodon carcharias,ATL_N,10,0.000181127,0.000201356,100,NA
S558,CCA,Carcharodon carcharias,ATL_N,11,0.000369179,0.000752482,66.66666667,NA
S558,CCA,Carcharodon carcharias,ATL_N,12,0,0,0,NA
S558,CCA,Carcharodon carcharias,ATL_N,2,1.27E-05,2.20E-05,33.33333333,NA
S558,CCA,Carcharodon carcharias,ATL_N,3,5.47E-05,6.78E-05,75,NA
S558,CCA,Carcharodon carcharias,ATL_N,8,3.10E-05,3.68E-05,100,NA
S558,CCA,Carcharodon carcharias,ATL_N,9,0.000271848,0.000249237,100,NA
S559,CCA,Carcharodon carcharias,ATL_N,1,1.04E-05,2.08E-05,25,NA
S559,CCA,Carcharodon carcharias,ATL_N,10,0.004158077,0.005676008,100,NA
S559,CCA,Carcharodon carcharias,ATL_N,11,0.000159727,0.000283686,44.44444444,NA
S559,CCA,Carcharodon carcharias,ATL_N,12,6.05E-05,0.0001014,66.66666667,NA
S559,CCA,Carcharodon carcharias,ATL_N,2,0,0,0,NA
S559,CCA,Carcharodon carcharias,ATL_N,3,0,0,0,NA
S559,CCA,Carcharodon carcharias,ATL_N,4,0,0,0,NA
S559,CCA,Carcharodon carcharias,ATL_N,5,0,0,0,NA
S559,CCA,Carcharodon carcharias,ATL_N,8,0.000190982,0.00019638,100,NA
S560,CCA,Carcharodon carcharias,ATL_N,10,0.000283893,0.000551901,60,NA
S560,CCA,Carcharodon carcharias,ATL_N,11,0,0,0,NA
S560,CCA,Carcharodon carcharias,ATL_N,9,0.000177828,0.000251486,50,NA
S561,CCA,Carcharodon carcharias,ATL_N,3,0,0,0,NA
S561,CCA,Carcharodon carcharias,ATL_N,4,0,0,0,NA
S561,CCA,Carcharodon carcharias,ATL_N,5,2.27E-05,4.54E-05,33.33333333,NA
S561,CCA,Carcharodon carcharias,ATL_N,6,0,0,0,NA
S561,CCA,Carcharodon carcharias,ATL_N,7,0,0,0,NA
S561,CCA,Carcharodon carcharias,ATL_N,8,0,0,0,NA
S562,CCA,Carcharodon carcharias,ATL_N,1,3.38E-07,1.01E-06,11.11111111,NA
S562,CCA,Carcharodon carcharias,ATL_N,10,3.20E-06,NA,100,NA
S562,CCA,Carcharodon carcharias,ATL_N,11,0.000274304,0.000384357,100,NA
S562,CCA,Carcharodon carcharias,ATL_N,12,0.000130343,0.000114904,88.88888889,NA
S562,CCA,Carcharodon carcharias,ATL_N,2,0,0,0,NA
S562,CCA,Carcharodon carcharias,ATL_N,3,0,0,0,NA
S562,CCA,Carcharodon carcharias,ATL_N,4,0.000176427,0.000216907,60,NA
S562,CCA,Carcharodon carcharias,ATL_N,5,0.000286345,0.00063115,40,NA
S562,CCA,Carcharodon carcharias,ATL_N,6,0,NA,0,NA
S563,CCA,Carcharodon carcharias,ATL_N,1,0,NA,0,NA
S563,CCA,Carcharodon carcharias,ATL_N,11,0.000315098,0.000416812,100,NA
S563,CCA,Carcharodon carcharias,ATL_N,12,6.09E-05,8.81E-05,72.72727273,NA
S563,CCA,Carcharodon carcharias,ATL_N,2,0,NA,0,NA
S564,CCA,Carcharodon carcharias,ATL_N,1,2.16E-06,4.32E-06,25,NA
S564,CCA,Carcharodon carcharias,ATL_N,4,5.47E-05,0.000144297,31.25,NA
S564,CCA,Carcharodon carcharias,ATL_N,5,0.000155256,0.000106284,100,NA
S564,CCA,Carcharodon carcharias,ATL_N,8,0.000479855,0.000460751,100,NA
S564,CCA,Carcharodon carcharias,ATL_N,9,4.42E-05,4.17E-05,66.66666667,NA
S565,CCA,Carcharodon carcharias,ATL_N,1,7.66E-05,0.000163572,33.33333333,NA
S565,CCA,Carcharodon carcharias,ATL_N,10,0.000161885,0.000525012,21.73913043,NA
S565,CCA,Carcharodon carcharias,ATL_N,11,0.000287025,0.000797431,30.76923077,NA
S565,CCA,Carcharodon carcharias,ATL_N,12,0.000349344,0.000691179,51.92307692,NA
S565,CCA,Carcharodon carcharias,ATL_N,2,0.000171874,0.000329738,35.13513514,NA
S565,CCA,Carcharodon carcharias,ATL_N,3,0,0,0,NA
S565,CCA,Carcharodon carcharias,ATL_N,4,0.000207698,0.000469164,32.25806452,NA
S565,CCA,Carcharodon carcharias,ATL_N,5,0.000223089,0.00022094,90.47619048,NA
S565,CCA,Carcharodon carcharias,ATL_N,6,2.81E-05,7.85E-05,21.875,NA
S565,CCA,Carcharodon carcharias,ATL_N,7,0.000201573,0.000262532,75,NA
S565,CCA,Carcharodon carcharias,ATL_N,8,0.000107914,NA,100,NA
S566,CCA,Carcharodon carcharias,ATL_N,1,3.43E-05,9.02E-05,27.02702703,NA
S566,CCA,Carcharodon carcharias,ATL_N,10,0.000682753,0.002291659,46.42857143,NA
S566,CCA,Carcharodon carcharias,ATL_N,11,0.000355284,0.000978472,50,NA
S566,CCA,Carcharodon carcharias,ATL_N,12,0.000530421,0.000820786,62.5,NA
S566,CCA,Carcharodon carcharias,ATL_N,2,1.73E-05,5.22E-05,11.11111111,NA
S566,CCA,Carcharodon carcharias,ATL_N,3,2.28E-05,0.000117961,13.04347826,NA
S566,CCA,Carcharodon carcharias,ATL_N,4,0.000200867,0.000314031,48.14814815,NA
S566,CCA,Carcharodon carcharias,ATL_N,5,0.000438454,0.00112306,54.54545455,NA
S566,CCA,Carcharodon carcharias,ATL_N,6,0.000678311,0.001893621,33.33333333,NA
S566,CCA,Carcharodon carcharias,ATL_N,7,0.003379808,0.001520633,100,NA
S566,CCA,Carcharodon carcharias,ATL_N,8,0.000654986,0.001178981,55.55555556,NA
S566,CCA,Carcharodon carcharias,ATL_N,9,0.001816843,0.006275706,36.84210526,NA
S567,CCA,Carcharodon carcharias,ATL_N,10,0.00017501,0.000171599,100,NA
S567,CCA,Carcharodon carcharias,ATL_N,11,0.000204189,0.00011442,100,NA
S567,CCA,Carcharodon carcharias,ATL_N,4,0,0,0,NA
S567,CCA,Carcharodon carcharias,ATL_N,5,0,NA,0,NA
S568,CCA,Carcharodon carcharias,ATL_N,1,0.000210741,0.000669564,32.25806452,NA
S568,CCA,Carcharodon carcharias,ATL_N,10,0.000243349,0.000664115,28,NA
S568,CCA,Carcharodon carcharias,ATL_N,11,0.00186467,0.005509833,48.14814815,NA
S568,CCA,Carcharodon carcharias,ATL_N,12,0.000397807,0.00124839,51.42857143,NA
S568,CCA,Carcharodon carcharias,ATL_N,2,9.57E-05,0.000346868,19.35483871,NA
S568,CCA,Carcharodon carcharias,ATL_N,3,4.25E-05,0.00012801,25.92592593,NA
S568,CCA,Carcharodon carcharias,ATL_N,4,0.000146703,0.00038814,14.28571429,NA
S568,CCA,Carcharodon carcharias,ATL_N,5,0.000274996,0.000521808,26.66666667,NA
S568,CCA,Carcharodon carcharias,ATL_N,6,2.86E-07,1.03E-06,7.692307692,NA
S568,CCA,Carcharodon carcharias,ATL_N,7,0.000184122,0.000858269,19.23076923,NA
S568,CCA,Carcharodon carcharias,ATL_N,8,0.000128086,0.000230914,38.46153846,NA
S568,CCA,Carcharodon carcharias,ATL_N,9,0.001793461,0.003474892,68.75,NA
S569,CCA,Carcharodon carcharias,ATL_N,10,9.97E-07,1.73E-06,33.33333333,NA
S569,CCA,Carcharodon carcharias,ATL_N,11,7.31E-06,1.77E-05,28.57142857,NA
S569,CCA,Carcharodon carcharias,ATL_N,12,0,0,0,NA
S569,CCA,Carcharodon carcharias,ATL_N,9,7.74E-05,9.67E-05,66.66666667,NA
S570,CCA,Carcharodon carcharias,ATL_N,10,0.000317045,0.00044837,50,NA
S570,CCA,Carcharodon carcharias,ATL_N,8,6.48E-05,4.69E-05,100,NA
S570,CCA,Carcharodon carcharias,ATL_N,9,0.000559974,0.001185757,75,NA
S571,CCA,Carcharodon carcharias,ATL_N,10,2.92E-05,NA,100,NA
S571,CCA,Carcharodon carcharias,ATL_N,11,0.000257736,0.000446411,33.33333333,NA
S572,CCA,Carcharodon carcharias,ATL_N,1,0,0,0,NA
S572,CCA,Carcharodon carcharias,ATL_N,11,2.63E-06,4.53E-06,40,NA
S572,CCA,Carcharodon carcharias,ATL_N,12,0,0,0,NA
S572,CCA,Carcharodon carcharias,ATL_N,2,0,NA,0,NA
S572,CCA,Carcharodon carcharias,ATL_N,3,0,NA,0,NA
S572,CCA,Carcharodon carcharias,ATL_N,9,4.57E-05,4.95E-05,66.66666667,NA
S573,CCA,Carcharodon carcharias,ATL_N,10,4.50E-05,NA,100,NA
S573,CCA,Carcharodon carcharias,ATL_N,11,0.000446162,0.000620075,100,NA
S573,CCA,Carcharodon carcharias,ATL_N,9,0,NA,0,NA
S574,CCA,Carcharodon carcharias,ATL_N,1,4.09E-07,9.14E-07,20,NA
S574,CCA,Carcharodon carcharias,ATL_N,10,2.88E-05,6.88E-05,40,NA
S574,CCA,Carcharodon carcharias,ATL_N,11,0,NA,0,NA
S574,CCA,Carcharodon carcharias,ATL_N,12,1.16E-06,2.45E-06,20,NA
S574,CCA,Carcharodon carcharias,ATL_N,9,0.00022774,0.000324281,57.14285714,NA
S575,CCA,Carcharodon carcharias,ATL_N,1,1.24E-05,NA,100,NA
S575,CCA,Carcharodon carcharias,ATL_N,11,8.70E-06,NA,100,NA
S575,CCA,Carcharodon carcharias,ATL_N,12,0.000596089,NA,100,NA
S576,CCA,Carcharodon carcharias,ATL_N,1,0,0,0,NA
S576,CCA,Carcharodon carcharias,ATL_N,10,0.000249506,0.00041183,80,NA
S576,CCA,Carcharodon carcharias,ATL_N,11,3.01E-05,6.01E-05,33.33333333,NA
S576,CCA,Carcharodon carcharias,ATL_N,12,0,NA,0,NA
S576,CCA,Carcharodon carcharias,ATL_N,9,0.000288902,0.000400619,66.66666667,NA
S577,CCA,Carcharodon carcharias,ATL_N,1,7.97E-06,1.13E-05,50,NA
S577,CCA,Carcharodon carcharias,ATL_N,10,8.23E-05,9.88E-05,100,NA
S577,CCA,Carcharodon carcharias,ATL_N,11,0.000112841,0.000149193,78.57142857,NA
S577,CCA,Carcharodon carcharias,ATL_N,9,0.000172389,0.000203718,75,NA
S578,CCA,Carcharodon carcharias,ATL_N,1,0,0,0,NA
S578,CCA,Carcharodon carcharias,ATL_N,11,1.45E-05,2.89E-05,25,NA
S578,CCA,Carcharodon carcharias,ATL_N,12,1.56E-06,3.50E-06,20,NA
S578,CCA,Carcharodon carcharias,ATL_N,2,0,0,0,NA
S578,CCA,Carcharodon carcharias,ATL_N,3,0,0,0,NA
S578,CCA,Carcharodon carcharias,ATL_N,4,0,0,0,NA
S578,CCA,Carcharodon carcharias,ATL_N,5,0.000195289,0.000339708,33.33333333,NA
S578,CCA,Carcharodon carcharias,ATL_N,6,0,0,0,NA
S578,CCA,Carcharodon carcharias,ATL_N,7,0.000226148,0.000337766,80,NA
S578,CCA,Carcharodon carcharias,ATL_N,8,0.001024237,NA,100,NA
S579,CCA,Carcharodon carcharias,ATL_N,7,4.71E-06,NA,100,NA
S579,CCA,Carcharodon carcharias,ATL_N,8,0.000524583,0.000555254,100,NA
S580,CCA,Carcharodon carcharias,AUSTRL,3,0,0,0,NA
S580,CCA,Carcharodon carcharias,AUSTRL,4,0,0,0,NA
S580,CCA,Carcharodon carcharias,AUSTRL,5,0,NA,0,NA
S580,CCA,Carcharodon carcharias,AUSTRL,7,0,0,0,NA
