ID,Spp,ScientificName,Region,Eff_mean,Eff_sd,Ov_mean,Ov_sd
S969,LDI,Lamna ditropis,PAC_NE,0,0,0,NA
S970,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S971,LDI,Lamna ditropis,PAC_NE,1.66E-05,0.000209161,2.31372549,5.478622892
S972,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S973,LDI,Lamna ditropis,PAC_NE,7.51E-06,5.57E-05,2.004986518,3.236096586
S974,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S975,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S976,LDI,Lamna ditropis,PAC_NE,5.73E-05,0.000401808,5.391185759,9.19897261
S977,LDI,Lamna ditropis,PAC_NE,1.26E-06,2.07E-05,3.011029412,5.884254789
S978,LDI,Lamna ditropis,PAC_NE,0,0,0,0
S979,GCU,Galeocerdo cuvier,AUSTRL,0.000447797,0.000580898,100,0
S980,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S981,GCU,Galeocerdo cuvier,AUSTRL,1.40E-06,7.02E-06,6.25,17.67766953
S982,GCU,Galeocerdo cuvier,AUSTRL,0.001318665,0.003244832,81.66666667,17.70978158
S983,GCU,Galeocerdo cuvier,AUSTRL,0.000684201,0.002073175,36.66666667,50.55250296
S984,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S985,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S986,GCU,Galeocerdo cuvier,AUSTRL,1.06E-06,5.62E-06,3.03030303,10.05037815
S987,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S988,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S989,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S990,GCU,Galeocerdo cuvier,AUSTRL,1.06E-05,2.36E-05,16.66666667,23.57022604
S991,GCU,Galeocerdo cuvier,AUSTRL,3.58E-06,2.15E-05,0.925925926,3.207501495
S992,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S993,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S994,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S995,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S996,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S997,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S998,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S999,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S1000,GCU,Galeocerdo cuvier,AUSTRL,1.70E-07,7.98E-07,1.388888889,4.811252243
S1001,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S1002,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1003,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1004,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1005,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1006,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1007,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1008,GCU,Galeocerdo cuvier,PAC_NE,4.71E-06,3.33E-05,0.462962963,1.603750748
S1009,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1010,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1011,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1012,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1013,GCU,Galeocerdo cuvier,PAC_NE,0,0,0,0
S1014,GCU,Galeocerdo cuvier,AUSTRL,0.000387819,0.000938649,75.75757576,33.47079096
S1015,GCU,Galeocerdo cuvier,AUSTRL,0.000558246,0.001298022,61.18434343,27.55732964
S1016,GCU,Galeocerdo cuvier,AUSTRL,1.00E-05,2.65E-05,10,14.14213562
S1017,GCU,Galeocerdo cuvier,AUSTRL,3.05E-07,7.47E-07,10,14.14213562
S1018,GCU,Galeocerdo cuvier,AUSTRL,0.000137393,0.000174761,100,NA
S1019,GCU,Galeocerdo cuvier,AUSTRL,7.83E-06,2.71E-05,9.090909091,12.85648693
S1020,GCU,Galeocerdo cuvier,AUSTRL,8.81E-05,0.000170689,50.64935065,31.22289683
S1021,GCU,Galeocerdo cuvier,AUSTRL,5.20E-05,0.000116577,26.66666667,46.18802154
S1022,GCU,Galeocerdo cuvier,AUSTRL,0.000443906,0.000444167,100,0
S1023,GCU,Galeocerdo cuvier,AUSTRL,0.000611371,0.000364393,100,0
S1024,GCU,Galeocerdo cuvier,AUSTRL,0.000510074,0.000697335,95,11.18033989
S1025,GCU,Galeocerdo cuvier,ATL_N,1.12E-07,8.40E-07,0.588235294,1.86016333
S1026,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1027,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S1028,GCU,Galeocerdo cuvier,AUSTRL,0.000173152,0.00041033,20,44.72135955
S1029,GCU,Galeocerdo cuvier,AUSTRL,3.72E-05,0.000115313,12.8125,18.19720838
S1030,GCU,Galeocerdo cuvier,AUSTRL,0.000225749,0.000562592,24.66170193,34.44848998
S1031,GCU,Galeocerdo cuvier,AUSTRL,7.38E-06,2.45E-05,4.166666667,8.333333333
S1032,GCU,Galeocerdo cuvier,AUSTRL,0.000381069,0.001138067,38.66147741,33.82045027
S1033,GCU,Galeocerdo cuvier,AUSTRL,0.000165075,0.000522014,14.28571429,37.7964473
S1034,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S1035,GCU,Galeocerdo cuvier,AUSTRL,0,0,0,0
S1036,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1037,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1038,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1039,GCU,Galeocerdo cuvier,ATL_N,0,NA,0,NA
S1040,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1041,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1042,GCU,Galeocerdo cuvier,ATL_N,0.000398564,0.001229736,31.69934641,37.36350933
S1043,GCU,Galeocerdo cuvier,IND_SW,0.000154495,0.000230681,44.58333333,34.60340783
S1044,GCU,Galeocerdo cuvier,IND_SW,4.67E-05,0.0001573,15,22.67786838
S1045,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1046,GCU,Galeocerdo cuvier,IND_SW,6.28E-06,1.66E-05,13.33333333,11.54700538
S1047,GCU,Galeocerdo cuvier,IND_SW,0,0,0,0
S1048,GCU,Galeocerdo cuvier,ATL_N,4.10E-05,0.000132532,9.357078853,19.1880455
S1049,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1050,GCU,Galeocerdo cuvier,ATL_N,0,NA,0,NA
S1051,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1052,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1053,GCU,Galeocerdo cuvier,ATL_N,6.98E-05,0.000170256,8.333333333,15.430335
S1054,GCU,Galeocerdo cuvier,ATL_N,5.34E-05,0.00018492,8.333333333,NA
S1055,GCU,Galeocerdo cuvier,ATL_N,1.47E-05,0.000123347,3.952020202,9.68285352
S1056,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1057,GCU,Galeocerdo cuvier,ATL_N,1.96E-05,0.000115652,5.930735931,8.950262253
S1058,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1059,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1060,GCU,Galeocerdo cuvier,ATL_N,5.23E-05,0.000308425,3.611111111,8.286907717
S1061,GCU,Galeocerdo cuvier,ATL_N,3.34E-05,0.000188101,7.25605238,10.18846215
S1062,GCU,Galeocerdo cuvier,ATL_N,1.05E-05,5.09E-05,4.156676904,7.703584757
S1063,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1064,GCU,Galeocerdo cuvier,ATL_N,0,NA,0,NA
S1065,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1066,GCU,Galeocerdo cuvier,ATL_N,3.02E-05,0.000150602,8.498675357,13.99241976
S1067,GCU,Galeocerdo cuvier,ATL_N,0.000524523,0.001629971,16.2644545,18.71877314
S1068,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1069,GCU,Galeocerdo cuvier,ATL_N,1.99E-06,1.86E-05,1.785714286,5.050762723
S1070,GCU,Galeocerdo cuvier,ATL_N,1.84E-05,8.63E-05,5.737869861,9.496974753
S1071,GCU,Galeocerdo cuvier,ATL_N,1.67E-05,0.000149353,2.972954699,5.034339021
S1072,GCU,Galeocerdo cuvier,ATL_N,8.35E-05,0.000234006,20.36537764,23.88638962
S1073,GCU,Galeocerdo cuvier,ATL_N,5.01E-05,0.000164037,9.191358025,19.08050843
S1074,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1075,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1076,GCU,Galeocerdo cuvier,ATL_N,6.27E-05,0.000286942,9.517154302,17.38049665
S1077,GCU,Galeocerdo cuvier,ATL_N,0.0001134,0.000355523,15.87183242,17.79163465
S1078,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1079,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1080,GCU,Galeocerdo cuvier,ATL_N,5.84E-05,0.000335557,2.5,7.90569415
S1081,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1082,GCU,Galeocerdo cuvier,ATL_N,3.06E-06,1.18E-05,2.857142857,7.55928946
S1083,GCU,Galeocerdo cuvier,ATL_N,1.06E-07,8.01E-07,0.4784689,1.586901814
S1084,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1085,GCU,Galeocerdo cuvier,ATL_N,2.89E-05,0.000126134,4.726407753,9.247367869
S1086,GCU,Galeocerdo cuvier,ATL_N,2.52E-05,0.00015773,7.318321042,8.971581861
S1087,GCU,Galeocerdo cuvier,ATL_N,1.46E-05,5.47E-05,4.32848503,10.64532595
S1088,GCU,Galeocerdo cuvier,ATL_N,0.000139111,0.000520637,12.5,16.26863139
S1089,GCU,Galeocerdo cuvier,ATL_N,4.09E-05,0.000231076,4.767300195,9.554276776
S1090,GCU,Galeocerdo cuvier,OTHER,0,0,0,NA
S1091,GCU,Galeocerdo cuvier,ATL_N,5.91E-06,2.13E-05,10,22.36067977
S1092,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1093,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1094,GCU,Galeocerdo cuvier,OTHER,4.79E-06,2.25E-05,20,44.72135955
S1095,GCU,Galeocerdo cuvier,ATL_N,0.000211068,0.000357704,31.7251462,35.59465667
S1096,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1097,GCU,Galeocerdo cuvier,OTHER,1.39E-06,6.37E-06,33.33333333,57.73502692
S1098,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1099,GCU,Galeocerdo cuvier,OTHER,0,NA,0,NA
S1100,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1101,GCU,Galeocerdo cuvier,ATL_N,8.74E-05,0.000159192,39.16666667,38.78358759
S1102,GCU,Galeocerdo cuvier,OTHER,9.05E-06,3.94E-05,7.142857143,18.89822365
S1103,GCU,Galeocerdo cuvier,OTHER,2.76E-06,7.96E-06,20,28.28427125
S1104,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1105,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1106,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1107,GCU,Galeocerdo cuvier,OTHER,0,NA,0,NA
S1108,GCU,Galeocerdo cuvier,OTHER,1.04E-05,4.29E-05,6.666666667,11.54700538
S1109,GCU,Galeocerdo cuvier,OTHER,1.82E-06,5.16E-06,10,14.14213562
S1110,GCU,Galeocerdo cuvier,OTHER,0.000114319,0.00030246,33.33333333,57.73502692
S1111,GCU,Galeocerdo cuvier,OTHER,0,0,0,NA
S1112,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1113,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1114,GCU,Galeocerdo cuvier,OTHER,0,0,0,NA
S1115,GCU,Galeocerdo cuvier,OTHER,2.94E-05,6.56E-05,16.66666667,28.86751346
S1116,GCU,Galeocerdo cuvier,OTHER,2.69E-05,5.10E-05,25,35.35533906
S1117,GCU,Galeocerdo cuvier,OTHER,0,0,0,0
S1118,GCU,Galeocerdo cuvier,ATL_N,0.00020237,0.0003642,63.19444444,27.50736433
S1119,GCU,Galeocerdo cuvier,ATL_N,0.000641365,0.000629034,100,0
S1120,GCU,Galeocerdo cuvier,ATL_N,0.000171223,0.000205011,67.33333333,7.509253551
S1121,GCU,Galeocerdo cuvier,ATL_N,2.67E-06,1.55E-05,4.166666667,8.333333333
S1122,GCU,Galeocerdo cuvier,ATL_N,0.000130275,0.000361714,24.66666667,28.44097201
S1123,GCU,Galeocerdo cuvier,IND_SW,0,0,0,0
S1124,GCU,Galeocerdo cuvier,IND_SW,0,0,0,0
S1125,GCU,Galeocerdo cuvier,AUSTRL,0.000331736,0.000499284,100,0
S1126,GCU,Galeocerdo cuvier,AUSTRL,4.58E-05,6.02E-05,45,7.071067812
S1127,GCU,Galeocerdo cuvier,AUSTRL,4.53E-05,5.99E-05,40,28.28427125
S1128,GCU,Galeocerdo cuvier,AUSTRL,0.000255458,0.000183704,100,NA
S1129,GCU,Galeocerdo cuvier,IND_SW,9.81E-05,0.000252088,25.69444444,23.00042087
S1130,GCU,Galeocerdo cuvier,IND_SW,9.15E-05,0.000131377,58.97435897,52.36045604
S1131,GCU,Galeocerdo cuvier,IND_SW,0.000240348,0.000577256,30.96681097,40.319051
S1132,GCU,Galeocerdo cuvier,IND_SW,0,0,0,0
S1133,GCU,Galeocerdo cuvier,IND_SW,0.000324181,0.000708311,60.55194805,36.05796042
S1134,GCU,Galeocerdo cuvier,IND_SW,8.58E-05,0.000271202,14.28571429,37.7964473
S1135,GCU,Galeocerdo cuvier,IND_SW,8.02E-05,0.000160336,25,35.35533906
S1136,GCU,Galeocerdo cuvier,IND_SW,0.000216782,0.000757695,27.77777778,27.77777778
S1137,GCU,Galeocerdo cuvier,IND_SW,9.19E-05,0.000306285,22.22222222,40.36867139
S1138,GCU,Galeocerdo cuvier,AUSTRL,7.28E-06,1.93E-05,12.5,25
S1139,GCU,Galeocerdo cuvier,AUSTRL,3.19E-05,7.71E-05,8.994926642,18.05251213
S1140,GCU,Galeocerdo cuvier,AUSTRL,0.000101686,0.000275562,13.57142857,19.30334291
S1141,GCU,Galeocerdo cuvier,AUSTRL,9.72E-05,0.000168219,22.22222222,38.49001795
S1142,GCU,Galeocerdo cuvier,AUSTRL,0.00032557,0.000685096,13.21428571,24.44016016
S1143,GCU,Galeocerdo cuvier,AUSTRL,4.79E-05,4.16E-05,75,35.35533906
S1144,GCU,Galeocerdo cuvier,AUSTRL,9.28E-05,0.000206258,25,43.30127019
S1145,GCU,Galeocerdo cuvier,AUSTRL,0.000483469,0.001080271,59.52380952,36.654296
S1146,GCU,Galeocerdo cuvier,AUSTRL,0.000447469,0.001520023,18.42320261,20.61630032
S1147,GCU,Galeocerdo cuvier,AUSTRL,0.000308293,0.000423279,83.33333333,23.57022604
S1148,GCU,Galeocerdo cuvier,AUSTRL,6.38E-05,0.000186124,21.42857143,39.33978962
S1149,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1150,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1151,GCU,Galeocerdo cuvier,ATL_N,2.26E-05,7.76E-05,19.39393939,20.02752926
S1152,GCU,Galeocerdo cuvier,ATL_N,5.12E-06,1.43E-05,7.692307692,13.32346775
S1153,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1154,GCU,Galeocerdo cuvier,ATL_N,1.97E-08,7.87E-08,4,8.94427191
S1155,GCU,Galeocerdo cuvier,PAC_NE,8.63E-05,0.000136139,58.33333333,49.15960401
S1156,GCU,Galeocerdo cuvier,PAC_NE,0.000132117,0.000529542,32.38095238,40.8803353
S1157,GCU,Galeocerdo cuvier,PAC_NE,2.86E-05,NA,100,NA
S1158,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1159,GCU,Galeocerdo cuvier,ATL_N,0,NA,0,NA
S1160,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1161,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1162,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1163,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1164,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1165,GCU,Galeocerdo cuvier,ATL_N,9.95E-07,2.63E-06,7.407407407,12.83000598
S1166,GCU,Galeocerdo cuvier,ATL_N,3.74E-06,1.49E-05,16.66666667,28.86751346
S1167,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1168,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1169,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1170,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1171,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1172,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1173,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1174,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1175,GCU,Galeocerdo cuvier,ATL_N,6.64E-06,1.63E-05,25,35.35533906
S1176,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1177,GCU,Galeocerdo cuvier,ATL_N,0.000322593,0.001089682,37.89161456,41.65454834
S1178,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1179,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1180,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1181,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1182,GCU,Galeocerdo cuvier,ATL_N,2.34E-05,0.000102718,8.333333333,23.57022604
S1183,GCU,Galeocerdo cuvier,ATL_N,7.10E-05,0.000188781,21.59090909,34.06817424
S1184,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1185,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1186,GCU,Galeocerdo cuvier,ATL_N,0.000135919,0.000373695,4.166666667,14.43375673
S1187,GCU,Galeocerdo cuvier,ATL_N,0.000126881,0.00025148,44.04947434,43.60037389
S1188,GCU,Galeocerdo cuvier,ATL_N,0,0,0,NA
S1189,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1190,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1191,GCU,Galeocerdo cuvier,ATL_N,1.94E-05,0.00011014,5.079365079,7.063370461
S1192,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1193,GCU,Galeocerdo cuvier,ATL_N,5.70E-07,2.82E-06,2.469135802,7.407407407
S1194,GCU,Galeocerdo cuvier,ATL_N,0.000105779,0.000306241,39.37115516,42.01685427
S1195,GCU,Galeocerdo cuvier,ATL_N,4.91E-05,0.000264464,5.714285714,15.11857892
S1196,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1197,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1198,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1199,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1200,GCU,Galeocerdo cuvier,ATL_N,5.58E-06,2.09E-05,6.25,8.838834765
S1201,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1202,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1203,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1204,GCU,Galeocerdo cuvier,ATL_N,0,0,0,0
S1205,GCU,Galeocerdo cuvier,ATL_N,4.73E-05,0.000106246,17.5,35
S1206,GCU,Galeocerdo cuvier,ATL_N,0.000638219,0.0023558,38.88888889,48.43221048
S1207,GCU,Galeocerdo cuvier,ATL_N,2.30E-06,1.25E-05,3.388429752,8.470570435
S1208,GCU,Galeocerdo cuvier,ATL_N,1.40E-05,3.51E-05,16.74185464,20.92499199
S1209,GCU,Galeocerdo cuvier,ATL_N,0.000130982,0.00094707,4.840714841,7.552915177
S1210,GCU,Galeocerdo cuvier,ATL_N,6.20E-05,0.000247373,13.61607143,22.01447104
S1211,GCU,Galeocerdo cuvier,ATL_N,0.000497635,0.002563075,10.62229437,15.68340899
S1212,GCU,Galeocerdo cuvier,ATL_N,0.000337187,0.000990097,31.0989011,35.80083905
S1213,GCU,Galeocerdo cuvier,ATL_N,0.000153139,0.000365452,27.08333333,39.77865344
S1214,GCU,Galeocerdo cuvier,ATL_N,6.40E-06,1.90E-05,8.518518519,14.44444444
S1215,GCU,Galeocerdo cuvier,ATL_N,3.56E-06,1.15E-05,7.777777778,9.686442097
S1216,GCU,Galeocerdo cuvier,IND_SW,0,0,0,NA
S1217,GCU,Galeocerdo cuvier,IND_SW,0,0,0,NA
S1218,GCU,Galeocerdo cuvier,IND_SW,7.27E-05,0.000145485,16.66666667,28.86751346
S1219,GCU,Galeocerdo cuvier,IND_SW,4.82E-05,5.81E-05,50,50
S1220,GCU,Galeocerdo cuvier,IND_SW,6.77E-05,0.000135419,16.66666667,23.57022604
S1221,GCU,Galeocerdo cuvier,IND_SW,2.96E-05,6.62E-05,16.66666667,23.57022604
S1222,GCU,Galeocerdo cuvier,IND_SW,0.00014715,0.000208102,50,70.71067812
S1223,GCU,Galeocerdo cuvier,IND_SW,5.09E-05,5.50E-05,66.66666667,NA
S1224,GCU,Galeocerdo cuvier,IND_SW,2.67E-05,5.62E-05,37.5,53.03300859
S1225,GCU,Galeocerdo cuvier,IND_SW,0.000142019,0.000200845,50,70.71067812
S1226,GCU,Galeocerdo cuvier,IND_SW,0.000103675,0.000141126,58.33333333,11.78511302
S1227,GCU,Galeocerdo cuvier,IND_SW,8.72E-05,0.000140852,50,70.71067812
S1228,GCU,Galeocerdo cuvier,IND_SW,4.33E-05,7.78E-05,58.33333333,11.78511302
S1229,GCU,Galeocerdo cuvier,IND_SW,0.000312182,0.000551564,69.31216931,27.70114145
S1230,GCU,Galeocerdo cuvier,IND_SW,1.26E-05,1.16E-05,75,35.35533906
S1231,GCU,Galeocerdo cuvier,OTHER,2.68E-07,1.47E-06,2,4.472135955
S1232,GCU,Galeocerdo cuvier,OTHER,0.000293668,0.000654478,21.42857143,40.15276949
S1233,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1234,RTY,Rhincodon typus,PAC_NE,7.39E-06,2.27E-05,10,14.14213562
S1235,RTY,Rhincodon typus,PAC_NE,8.96E-06,2.37E-05,18.75,NA
S1236,RTY,Rhincodon typus,OTHER,0,0,0,0
S1237,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1238,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1239,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1240,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1241,RTY,Rhincodon typus,PAC_NE,4.61E-06,2.82E-05,6.153846154,13.76041832
S1242,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1243,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1244,RTY,Rhincodon typus,PAC_NE,3.45E-05,0.000134402,21.62878788,13.82328399
S1245,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1246,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1247,RTY,Rhincodon typus,PAC_NE,3.78E-05,0.000137221,34.04558405,22.99102934
S1248,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1249,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1250,RTY,Rhincodon typus,OTHER,0,0,0,NA
S1251,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1252,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1253,RTY,Rhincodon typus,PAC_NE,5.75E-05,0.000145518,11.76470588,16.63780662
S1254,RTY,Rhincodon typus,PAC_NE,0,0,0,NA
S1255,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1256,RTY,Rhincodon typus,PAC_NE,8.04E-05,0.000240366,16.11111111,22.38137453
S1257,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1258,RTY,Rhincodon typus,PAC_NE,1.15E-05,4.82E-05,3.076923077,6.880209162
S1259,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1260,RTY,Rhincodon typus,PAC_NE,1.01E-05,3.14E-05,17.78846154,7.479014032
S1261,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1262,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1263,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1264,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1265,RTY,Rhincodon typus,IND_SW,0,0,0,NA
S1266,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1267,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1268,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1269,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1270,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1271,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1272,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1273,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1274,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1275,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1276,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1277,RTY,Rhincodon typus,IND_SW,0,NA,0,NA
S1278,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1279,RTY,Rhincodon typus,IND_SW,0,NA,0,NA
S1280,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1281,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1282,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1283,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1284,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1285,RTY,Rhincodon typus,IND_SW,0,NA,0,NA
S1286,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1287,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1288,RTY,Rhincodon typus,IND_SW,0,0,0,0
S1289,RTY,Rhincodon typus,IND_SW,3.40E-05,3.99E-05,70.83333333,5.89255651
S1290,RTY,Rhincodon typus,IND_SW,0.00047534,0.000884206,83.92857143,23.60027095
S1291,RTY,Rhincodon typus,IND_SW,0,0,0,NA
S1292,RTY,Rhincodon typus,IND_SW,0,NA,0,NA
S1293,RTY,Rhincodon typus,IND_SW,0.000189342,0.000280024,87.5,25
S1294,RTY,Rhincodon typus,IND_SW,0.000537189,0.001233096,88.52941176,19.22068762
S1295,RTY,Rhincodon typus,OTHER,0,0,0,0
S1296,RTY,Rhincodon typus,ATL_N,1.20E-05,2.63E-05,21.42857143,30.30457634
S1297,RTY,Rhincodon typus,ATL_N,1.50E-06,4.49E-06,6.25,8.838834765
S1298,RTY,Rhincodon typus,ATL_N,9.04E-05,0.000111454,50,NA
S1299,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1300,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1301,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1302,RTY,Rhincodon typus,PAC_NE,5.28E-06,2.23E-05,5.428571429,9.417929968
S1303,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1304,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1305,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1306,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1307,RTY,Rhincodon typus,PAC_NE,0,0,0,0
S1308,RTY,Rhincodon typus,PAC_NE,0,0,0,0
